Description,Generated_description_1,Generated_description_2,Cosine_similarity_1,Cosine_similarity_2
There is food on top of a silver and black grill. There are two hot dogs and some cut up zucchini. There are slices of pizza on top of a piece of tin foil. ,"a pizza on tinfoil, positioned on the left side of a grill with its crust slightly overcooked. There are two hot dogs on the right side of the grill, and they are placed between green vegetables. The grill has five control knobs in the foreground, and the scene takes place outdoors.","a cooking scene with multiple items on a grill. The grill has a metal grate with a section of aluminum foil underneath, where a pizza is placed. The pizza appears to be partially cooked, with visible cheese and pepperoni toppings. On the right side of the grill, there are several zucchini pieces arranged in a row, showing some signs of grilling. The grill itself is positioned on a textured surface that resembles a countertop or outdoor patio. The grill's control knobs are visible at the bottom, indicating the ability to adjust heat levels.",0.8248831629753113,0.8431981801986694
There is a small red airplane with white writing on the side of it. There is a man on a motorcycle next to it. The man is wearing an orange suit and an orange helmet. ,"a stunt performer wearing a blue and orange suit is seen riding a black motorcycle on a runway. The motorcycle is positioned slightly to the left of the center of the image. A red biplane with white stripes and the number ""N6033J"" on its side is in mid-flight, flying over the motorcycle. The background features a clear sky and a line of trees in the distance.","a red biplane in mid-flight, with the number ""N6033X"" on its side. The plane is positioned above a motorcycle, which has a rider wearing a blue and orange suit. The background includes a clear sky and a grassy field with trees.",0.5556282997131348,0.7544777393341064
There are two African elephants in a clearing in the day time. Only their heads and shoulders are visible. They are facing each other and their trunks are entwined. ,"Two elephants, one with a curled trunk and the other with its trunk extended, are facing each other in a grassy field. They have white tusks, and the elephant with the curled trunk is positioned to the left. There's a watermark on the image.","Two elephants with tusks are facing each other in a grassy area, with one elephant's trunk touching the other elephant's trunk. The elephants have wrinkled skin and large ears. There is a watermark on the image that says ""DUMMIESPHOTOS"".",0.7562905550003052,0.7222236394882202
A brick sidewalk with an orange fire hydrant on it. There is a large rock trash bin on the sidewalk. There is a truck parked on the street next to the sidewalk. ,"an urban scene with a fire hydrant positioned on the sidewalk, characterized by its orange color and distinct cap. Nearby, there's a trash can, also on the sidewalk. The pavement is made of brick pavers, with a noticeable pattern of red and grey. A parked car is visible in the background, along with a street that has white lines marking lanes.","there is a fire hydrant positioned on the sidewalk. The fire hydrant is orange and located towards the right side of the image. It has a black top with a nozzle. The sidewalk is made of brick pavers, and there is a shadow cast by the fire hydrant on the ground. In the background, there is a street with a white car parked on it. The car's license plate is visible, but the text on it is not clear. The sky is blue, indicating that it might be a sunny day.",0.8642386794090271,0.8036178946495056
Two people are sitting in a cart being pulled by a white animal. There is a brick building behind the cart. There is a man in a white shirt with a white hat on in the cart. ,"a rural scene with two cows pulling a cart, one of which is a light brown cow with its head turned towards the camera. There are three men in the cart, one wearing a blue shirt and another in white. The cart has blue wheels and is on a dirt road. A brick building is visible in the background with a balcony and a satellite dish. The sky is overcast.",there are two men seated in a cart being pulled by a white cow with a blue harness. The cart is on a dirt road. A reflection of the scene can be seen in a car's side mirror. There is a brick building in the background with a balcony and power lines above.,0.5459867119789124,0.7413749694824219
There are a bunch of people under umbrellas on the side of a street. There are power lines and wires on either side of teh road. There are very tall buildings in the distance. There is a bridge sitting next to crowd of people.,"an outdoor market scene with multiple vendors and customers. The street is lined with various umbrellas, including a large blue tarp, a yellow umbrella, and a purple one. These umbrellas are positioned above vendor stalls selling goods. There's a noticeable overpass in the background with a sign that says ""Pepsi"". People are walking along the sidewalk, engaging in activities such as shopping and walking. Electrical wires run above the market area, indicating an urban environment.","a bustling urban street market with various objects and activities. There are multiple awnings, including a large blue one on the left side of the frame and a yellow one in the middle. A red stool is placed near the left edge, while a person wearing a white shirt stands under an umbrella. A green plant is situated towards the right side of the image. The background includes a bridge overpass and buildings, suggesting an urban environment. The presence of people and umbrellas indicates a lively atmosphere, possibly during a market day.",0.6342886686325073,0.5912647247314453
"A person is walking down a sidewalk carrying an open tan and white striped umbrella.  The person is wearing a long tan coat, dark pants, and is carrying a handbag.  The sidewalk is cobblestone paved.  Many cars are parked next to the sidewalk.   A section across the street is covered in purple flowers.  On either side of the street the woman is walking on are tall tan and red stone buildings.","there is a woman walking on a cobbled street, holding a plaid umbrella. She is wearing a beige coat and black boots. There are parked cars on the street, including a silver car and a black car. A building with a pink flower box is visible in the background. The street appears wet, suggesting recent rain.","a woman is walking on a cobblestone street with an umbrella. She is wearing a beige coat and black boots. The umbrella has a plaid pattern. There are parked cars on the street, including a silver car and a white car. A building with a pink flower box is visible in the background.",0.7812973260879517,0.786250114440918
There are people standing on a beach. There are houses in the distance on the sand. There is a black bird flying above the beach. ,"a beach scene with the ocean on the left, where waves are breaking onto the shore. A sandy beach stretches across the middle of the image, with people walking and standing along its edge. On the right, there is a cliff with green vegetation. Above the cliff, there is a building with a red roof. In the sky, which is clear and blue, a black bird is flying.","a coastal scene with a clear blue sky overhead. A black bird is in flight, positioned towards the upper left corner of the frame. The ocean waves are crashing onto the sandy beach, which is bordered by a strip of green vegetation. People are present on the beach, engaged in various activities. In the background, there is a line of buildings with red roofs, indicating a residential or commercial area adjacent to the beach.",0.7493635416030884,0.7825490236282349
A man in a yellow shirt is riding a pair of skis. The skis have tiny black wheels on them. The man is holding two ski poles. There is a parked car in the parking lot. There are trees in the back ground in the parking lot.,"an outdoor scene with a man engaging in roller skiing on a parking lot. The man is wearing a yellow t-shirt, blue patterned shorts, and a black helmet with red accents. He is equipped with orange roller skis attached to his feet and is holding yellow ski poles. His attire suggests he is dressed for physical activity. A black car is parked in the background, and the environment appears to be overcast, indicated by the wet ground. There are no other individuals or distinct activities visible in the immediate vicinity.","a man is engaged in a winter sport, specifically cross-country skiing. He is dressed in athletic attire suitable for cold weather, including a yellow t-shirt and blue patterned shorts, which are unconventional for such an activity. His safety is ensured by wearing a helmet. The skis he uses are not traditional; instead, they appear to be modified rollerblades, indicating that he may be participating in a recreational or training session rather than competitive skiing. The setting is a parking lot, characterized by the presence of parked cars and the asphalt surface. The overcast sky suggests a cool or cold day, typical for skiing activities. There is no snow on the ground, which further implies that this is a non-traditional skiing environment.",0.7881734371185303,0.6996217966079712
A person stands on the snow with their skis. They are also holding ski poles. There is a wooden sign next to the person. Nobody else is in the picture. THe person leaves a shadow on the ground. There are some clouds in the sky. There are many tracks in the snow. There are pieces of wood on the pole.,"A skier wearing a green and red jacket, black pants, and a blue helmet is in the midst of skiing down a snowy slope. The skier's goggles are blue, and they have on ski boots with orange details. The skis are yellow, and the skier is holding ski poles. There's a wooden signpost with a small sign attached to it, standing in the snow nearby. The background features mountains and a cloudy sky.",a person wearing a green jacket and red boots is positioned on a snowy slope with skis and ski poles. The person is near a wooden sign with a red arrow pointing left. The background features snow-covered mountains under a blue sky with some clouds.,0.6864128112792969,0.7183125019073486
A skateboarder is doing a jump over the skatepark. He is holding one arm out and his knees are bent for balance. The skateboarder is wearing a black helmet. The sky is partly cloudy.,"a young skateboarder in mid-air above a skate park, with the focus on the skateboarder's action and position relative to the ramp. The sky is cloudy, providing context for the outdoor setting. The skateboarder's attire and equipment are clearly visible, including the helmet, shirt, pants, and skateboard. There is also an audience watching the event.","a skateboarder is captured mid-air above a concrete skatepark with a curved edge. The skateboarder is wearing a red long-sleeved shirt and black pants, and is performing a trick on a white skateboard with black wheels. The sky behind them is cloudy, suggesting an overcast day. In the background, there are people watching the skateboarder, and a speaker can be seen, indicating that music may be playing at the event. The focus is on the skateboarder's skill and the dynamic action of the moment.",0.7424926161766052,0.6835710406303406
A woman and child stand near a luggage carousel. There are many people waiting for their luggage. The woman is wearing a flannel shirt. The boy is wearing a green and gray jacket. The ground is covered in tile. The luggage carousel is metal.,"a child with dark hair, wearing a green hoodie and jeans, standing next to a large black suitcase on the ground. The child is also holding a yellow ribbon attached to the suitcase. A woman with shoulder-length brown hair, wearing a green and white striped shirt and carrying a black purse, is leaning over to interact with the child. They are at an airport baggage claim area, with other people and suitcases in the background.","there is a person wearing a green and white striped shirt and a khaki-colored bag standing near a conveyor belt at an airport luggage claim area. The conveyor belt has several pieces of luggage on it. A child with short hair is also present in the scene, standing next to the conveyor belt. The child is wearing a green jacket and jeans. There are other people around them, some of whom are waiting for their luggage.",0.6878693103790283,0.696118950843811
There is a woman wearing a brown dress. She is standing behind a wood table that has bananas on it. The bananas are yellow and are in many bunches. ,"A woman with short hair stands near a large pile of ripe bananas with brown spots, in front of a building with a yellow wall and two windows. A man wearing a white shirt is inside the building.","a woman standing in front of a building with a yellow wall, surrounded by multiple bunches of ripe bananas on a table. The woman is wearing a brown and beige patterned dress and has short hair. A man wearing a white shirt is visible in the background.",0.6908595561981201,0.8236239552497864
"A small street food vendor has set up shop. It has a open sign that is on, to let people know they are open for business. On the sign it states they serve Hero's and Mac & Cheese.","a food stand with a sign that reads ""HERB'S FINE CHEESE & MEAT,"" positioned on a street with a clear sky above. The stand has a pink and green striped awning and features an open neon sign. There is a person inside the stand, likely attending to customers or operations. A white portable toilet is placed nearby, and there is a chair outside the stand.","a food stand with a pink and white striped awning is situated on a street. The stand's sign reads ""HERB'S FINE CHEESE & MEAT."" A man wearing a black shirt is visible inside the stand. There is a neon ""OPEN"" sign on the stand. A white cart with wheels is positioned in front of the stand. The background features a green tree and a clear blue sky.",0.754314124584198,0.7324948906898499
Two planes are parked on a tarmac at an airport. One plane is white with a pink flower on the tail and the other plane is blue with a red symbol on the tail. There are skyscrapers in the background. In front of the plane are carts on wheels used to take luggage to and from the planes.,"Two China Airlines airplanes are parked on the tarmac at an airport. The first airplane, located on the left side of the image, has a white body with blue accents and features a red flower design on its tail. The second airplane, positioned to the right of the first, is primarily white with blue accents and displays the airline's logo. The tarmac is surrounded by various airport equipment and vehicles, including a yellow vehicle near the right edge of the image.","On a clear day with blue skies, two China Airlines airplanes are parked on the tarmac at an airport. The larger airplane in the foreground has a white body with blue accents and a pink flower on its tail. The smaller airplane behind it is also predominantly white with blue accents. Both planes have the China Airlines logo on their fuselage. The tarmac is busy with ground support equipment and vehicles around the planes, indicating ongoing operations.",0.8518390655517578,0.8435692191123962
There are several motorcycles lined up in a row. There are headlights on the front of the motorcycles. There is a white building in the distance behind the motorcycles.,"a row of motorcycles parked on grass, with a building in the background. The motorcycles are arranged in a line and appear to be the main focus.","a row of parked motorcycles on grass, with a building in the background. The motorcycles are arranged side by side and appear to be the main focus. There is also a person standing near the bikes, wearing a hat. The photo is in black and white, which adds a timeless quality to the scene.",0.7926340103149414,0.7471098899841309
A person is wearing a yellow and white suit with a white helmet. There are blue and white skis that the person is wearing. They are jumping in the air. ,"a skier in mid-air during a ski jump. The skier is dressed in a yellow and gray full-body suit, which covers from the neck down to the ankles. The suit has a white stripe running vertically down the center. The skier's head is protected by a helmet with a pattern that includes blue and purple colors. The skier's hands are wearing gloves, and they are positioned as if trying to maintain balance or prepare for landing. The skis are long, predominantly green with black lettering on them. The background is a uniform white color, suggesting an overcast sky or a studio backdrop.","a person mid-air during a ski jump. The individual is wearing a yellow and gray ski suit, with the suit's top part being yellow and the bottom part being gray. They have a white helmet on their head, which has a visor. The skier's hands are positioned outwards, likely for balance, and they are wearing black gloves. The skis are green and are positioned in a way that suggests movement or action. The background is a plain light blue sky, indicating that the photo was taken during the day under overcast conditions.",0.7964310646057129,0.8275931477546692
There are people skateboarding down the street. The street is lined with trees. There are white clouds in the sky. ,"a group of people on skateboards and bicycles gathered on a street. The main subjects are the individuals engaging in skateboarding, with some performing tricks and others riding casually. There is a notable presence of both skateboarders and cyclists sharing the road, indicating an event or shared recreational space. The scene is set against a backdrop of trees lining the street, suggesting an urban park setting. The weather appears to be clear, as indicated by the blue sky with white clouds.","a group of people on skateboards in the middle of a street. There are several skateboarders, each wearing different attire and engaging in the activity. The street is marked with white lines, and there's a bike lane symbol painted on it. The surroundings include trees and a blue sky with clouds.",0.7313315868377686,0.7733895778656006
This is an image of a tennis match between two ladies. One lady is wearing red and the other white. The color of the tennis court is green on the outside with a blue rectangle for the main court. Their are white lines on the court and the seats are blue that surround the court. Many people are there wearing many colors of clothing and a lot of seats are empty as well. Their is a main judge watching the match with chairs all along the court. Their are steps along the attendance chairs where people are sitting too. A couple of ball boys or girls are located on the court. Each of the tennis players are holding rackets and are in an ongoing match. ,"a tennis match in progress on a blue court with white lines. Two players are visible, one wearing a red shirt and the other in black, both engaged in play. The court is surrounded by an audience seated in blue stadium seats, with some empty seats noticeable. A camera operator is capturing the action, and there's a chair umpire overseeing the match. The scene suggests a professional setting with spectators focused on the ongoing game.","a tennis match in progress on a blue court with white lines, surrounded by an audience seated in blue and white stadium seats. Two players are engaged in the game, one wearing a red shirt and the other in a blue shirt. A line judge is seated near the court, and a ball boy is positioned nearby. The audience appears to be watching the match intently.",0.8304737210273743,0.7980554699897766
A man of Indian descent is holding a cell phone up to his left ear.  He is wearing a light blue button down shirt with the top button open.  He is also wearing spectacles. He is sitting outside on a piece of furniture with a an Aztec print.  Leaves are in the background.,"A man wearing glasses is talking on a flip phone. He has short, dark hair and is wearing a blue shirt with a white undershirt. His left hand is holding the phone to his ear, while his right hand is resting on his lap. The background features a stone wall.",there is a man with glasses and dark hair. He is holding a cell phone to his ear. He is wearing a blue shirt and has a ring on his finger. The background shows a rock wall.,0.6053566336631775,0.6804488897323608
A person with black hair and darker skin is sitting at a wooden desk. Under her she's sitting on a wooden chair. Both the desk and the chair are a light wood. She is wearing a grey jacket. And her hand is on an open black laptop.,there is a woman with dark hair and a gray jacket sitting at a wooden desk with a laptop. She has a stud earring in her left ear and is wearing a ring on her finger. There is a black cord connected to the laptop. The room has white walls and a window in the background.,a woman is seated at a wooden desk with a laptop in front of her. She is wearing a gray jacket and has earrings. The background includes a white wall and a window.,0.7358896732330322,0.6538803577423096
a man is hitting a baseball. his uniform is blue. he is holding a white bat. there is a catcher behind him. the catchers mitt is black.,"a baseball game in progress, with a batter swinging at a pitch and a catcher positioned behind him. The batter is wearing a blue helmet with the number 15, a blue jersey, and a blue glove. The catcher is wearing a blue helmet with a face guard, a blue jersey, and a blue mitt. They are on a field with green grass and brown dirt, and there's an umpire standing behind the catcher.","a baseball player wearing a blue jersey with the number 15 is swinging a bat at a ball. The catcher, clad in a gray uniform, is positioned behind him, ready to catch the ball. An umpire, dressed in black, stands close by. They are on a field with green grass and brown dirt, and the scene takes place during the daytime.",0.6982136368751526,0.7576359510421753
"Two bowls, a plate and some vases are all together on a white background. All of the pieces are glazed ceramics, in blacks and red-browns. There are two bowls one is smaller than the other. The plate is next to the bowls and in front of a few vases and small tea pots all in the same color scheme.","a collection of pottery items on a white background. There are seven pieces in total, varying in shape and size. The largest item is an oval-shaped bowl with a broad rim, exhibiting a glossy surface with a gradient of red and brown colors. Adjacent to the bowl, there's a tall, slender vase that tapers towards the top, displaying a similar color scheme. Additionally, three smaller items are present: two egg-shaped pieces and one with a flatter bottom, all sharing the same coloration as the bowl and vase. These pieces are arranged in a manner that suggests a deliberate display, possibly for decorative or artistic purposes.","a collection of pottery items on a white background. There are seven vases with varying shapes and sizes, including tall and short forms, some with narrow necks and others with wider openings. The vases have a brown and black color scheme. Additionally, there are four bowls, with one large bowl in the foreground and three smaller ones behind it. The bowls share the same brown and black coloration as the vases. The arrangement suggests a display for sale or exhibition.",0.8117407560348511,0.8084056377410889
The zebra is looking down smelling the ground. The tree is casting a shadow on the ground. The zebra has jet black eyes. The ground is made of very light colored dirt.,"there is a single zebra with black and white stripes, positioned in a sandy enclosure. The zebra is grazing on the ground, surrounded by shadows of trees and a log. The zebra's head is lowered to the ground, indicating it is eating. The background includes a brown wall and a fence.","a zebra is grazing on sand in a zoo enclosure. The zebra has a black and white striped pattern, a mane, and is bending its neck towards the ground. Its shadow is cast on the sandy ground. The background includes a wooden fence, a tree stump, and a wall with a hole.",0.7304086089134216,0.6753616333007812
"A seagull takes flight over a deserted section of beach.  His wings are at the apex of his flapping, held high.  Rather than tuck up his feet, he lets them dangle beneath him.  The surf is rather tame, and the beach is quiet.  ","A seagull with white and grey feathers is in flight over a sandy beach, close to the ocean. The bird's wings are spread wide, and its tail feathers are visible.","A seagull is in flight over a sandy beach with wet sand, close to the ocean waves. The bird has white feathers, a gray head, and a black wing with a white patch.",0.8260743618011475,0.8173056244850159
A person in a white sweater sits at a black table covered with foods and drinks. There is a glass of red wine and a glass of iced tea. One a wooden slab there are various cheeses and sauces. ,"a wooden board with various food items, including slices of bread, wedges of cheese, and a bowl of sauce, placed on a table. There is a glass of red wine next to the board. The board also has a small plate with a piece of green apple. The table is black and has a napkin and a card with writing on it.","a variety of food items and tableware arranged on a table. There are several slices of bread, some of which are topped with cheese. The bread slices are scattered across the wooden board, with some closer to the center and others towards the edges. Multiple bowls containing sauces are also present, with one bowl near the top left corner and another towards the bottom left. A wine glass filled with red wine is located in the upper middle section of the image. Additionally, there is a fork positioned on the right side of the table. The background includes a person wearing a sweater, suggesting a social or dining setting.",0.5448619723320007,0.6487065553665161
a person is snowboarding. they are wearing a jacket in the snow. the jacket is white in color. the jacket is very fluffy.,"a snowboarder in mid-air, performing a trick against a clear blue sky. The snowboarder is wearing a white jacket with a black and red design on the sleeve, camouflage pants, and black gloves. They have a helmet on their head and goggles over their eyes. The snowboard under their feet has a red design.","a snowboarder is captured mid-action against a clear blue sky. The snowboarder, wearing a white jacket, camouflage pants, and black gloves, is performing a trick on a snow-covered slope. The snowboard is predominantly red with black designs. The snowboarder's position and attire suggest a winter sports context.",0.7666378021240234,0.729293704032898
A young boy has a bat inside of his hand. He is standing there trying to hit the baseball with his bat. He is wearing a blue jacket. Behind him on the ground are several baseball bags and a fence.,"In the foreground, a young baseball player is swinging a brown wooden bat at a white baseball. The boy is wearing a light blue jacket with the word ""Rock"" written on it, black shorts, and red shoes. His attire suggests he's engaged in an outdoor sports activity.","A young baseball player is swinging a bat on a field, surrounded by sports equipment.",0.7392146587371826,0.6737774610519409
"A clerk is slicing pizza behind the counter of a shop.  Customers are on the other side of the counter.  The clerk is wearing gloves.  Various food items are off to the side.
Two other workers are behind the counter.","a person wearing a green shirt is slicing a pizza on a cutting board. The pizza is on a wooden cutting board placed on a counter. The person has a glove on their left hand and is using a black knife to cut the pizza. The pizza appears to be topped with cheese and sauce. The person is also wearing a white glove on their right hand. There are other items on the counter, including a red and yellow bag of chips and a box of cranberries. The background is slightly blurred, indicating that the focus is on the person slicing the pizza.","a person wearing a green shirt and white gloves is cutting a pizza on a wooden board. The pizza has a golden-brown crust and is placed on a cutting surface. The person's hands are visible as they handle the pizza cutter. There are various food items on a table nearby, including a plastic container of cranberries and a bag labeled ""udis"". A man in a suit is also present in the background, suggesting a formal or professional setting.",0.699455738067627,0.6591460108757019
There is a large bed against a wall. There is a blue sheet on the bed with a colorful quilt on top of it. There is a small lamp on a desk next to the bed.,"a bed in a room with a wooden headboard, covered by a quilted comforter. The quilt has a pattern of multicolored squares and is predominantly blue. Two white pillows are placed against the headboard. To the left of the bed, there is a nightstand with a lamp that has a white shade, turned on, casting light on the wall. There is also a book lying on the nightstand. The wall is painted in a light color, and the room's lighting creates shadows on the wall.","a bed with a quilted blanket, two pillows, and a nightstand with a lamp. The lamp is on, casting light onto the bed.",0.8204700946807861,0.803717851638794
A woman is wearing skis. She is holding black ski poles in her hands. She is wearing a red jacket and a striped cap on her head. There are tracks in the snow behind her. ,"a woman engaged in the sport of skiing. She is wearing a red and black jacket, black ski pants, a white scarf, and a striped beanie. Her attire suggests she is prepared for cold weather and active outdoor sports. The presence of ski poles indicates her participation in a skiing activity. The snowy environment and the skier's posture suggest motion and a downhill direction. The bright colors of her clothing stand out against the white snow, making her the focal point of the image.","a woman engaged in the sport of skiing. She is wearing a red and black ski jacket, black pants, and a striped hat. Her sunglasses are reflecting the bright snow, and she is holding ski poles. The skis are blue, and there's a shadow on the snow indicating the sun's position.",0.7259084582328796,0.8393807411193848
The baseball players are on the field. One team has red on their uniforms. The other has yellow on theirs. The catcher has on a red helmet. ,"there are baseball players on a field. A player is holding a bat and standing near home plate, while another player is kneeling nearby with a catcher's mitt. There are additional players standing on the field, some wearing blue jackets. The grass on the field has green stripes, and the infield dirt has a distinct color and texture.","there are baseball players on a field. The players are wearing uniforms and are positioned around a pitcher's mound. One player is standing on the mound, while another player is holding a bat. The colors of the uniforms and other details are not specified.",0.7326935529708862,0.8191685676574707
There is a large bed in a room with a tan comforter on it. There is a large window with two lamps on both sides of it. There are red chairs in the room in front of the window. ,"a well-furnished hotel room with a large bed positioned centrally, accompanied by two nightstands and a table. The bed is adorned with pillows and a decorative headboard. A wooden desk is situated near the window, which offers a view of the ocean. There are two armchairs with a matching ottoman placed in front of a coffee table. A television is mounted on the wall, and a lamp with a yellow shade provides lighting. The room features a combination of red and beige furniture, complemented by patterned carpeting.","a bedroom with a large bed in the center, adorned with pillows and a beige bedspread. A red armchair is situated to the right of the bed, while another chair and a desk can be found near a window. The room is illuminated by lamps and has a television on a stand.",0.6899551749229431,0.8220711946487427
There is a man in a pink and white checkered shirt. The shirt has a tie that has four eagles on it. The man is wearing black pants. There is a person behind the man wearing a red shirt and grey pants. The man n the red shirt is standing in the crosswalk of a street.,"a person standing on a street, wearing a red and white plaid shirt with rolled-up sleeves and black pants. The person is also wearing a belt with a visible buckle. Notably, they have a tie around their neck featuring multiple images of eagles in flight. The background includes the sidewalk and the street, suggesting an outdoor setting.","a person standing on a sidewalk with a clear sky in the background. The main subject is wearing a plaid shirt with a red and white pattern, rolled up to reveal a black belt with a gold buckle. The most striking feature is the tie adorned with a repeating pattern of eagles in flight, depicted in brown and white tones against a dark background. The eagles are positioned at various points along the tie, which hangs prominently in the foreground.",0.6911460757255554,0.6486303806304932
A male skateboarder is doing a trick on a skate ramp.  He is wearing a helmet and safety gear on his elbows and knees.  The skateboarder has his knees bent and his right hand is holding the back of the skateboard in order to do the trick.  There are people playing basketball in the back of the ramp.  Cars are on the street next to the park.  A chain link fence separated the park from the road.  The skateboard ramp is made of wood and is very high to the ground.,"a young man is performing a skateboard trick in a skate park. He is in mid-air, with his skateboard beneath him, suggesting a jump or aerial maneuver. He is wearing protective gear: a helmet on his head, knee pads on his knees, and possibly other protective equipment. The setting appears to be an outdoor skate park during daytime, with shadows cast by the sun. There are people in the background, indicating the park's public nature. The focus is on the skateboarder's action and the environment of the skate park.","a man is performing a skateboarding trick at a skate park. He is wearing a black shirt with a graphic design, brown shorts, knee pads, and a helmet. The skateboard is in mid-air, with its wheels visible. There are shadows cast on the ground, indicating sunlight. In the background, there's a blue sign with white lettering, a metal fence, and people walking by. A car is parked nearby.",0.7498863935470581,0.7778002023696899
This photo is taken outside. There is a yellow tea cup sitting on the grass. A horse is standing in the background near a tree. There is a saddle on the horse. Tree branches can be seen surrounding the horse.,"a yellow tea cup with a handle and a blue lid on grass, in the foreground. The word ""Tea"" is written on the cup. In the background, there is a brown horse with a saddle near a tree in a natural setting.","In the foreground, a yellow ceramic mug with the word ""Tea"" in red capital letters is placed on a bed of brown pine needles. The mug has a handle and a small circular detail on its side. In the background, slightly out of focus, there is a dark-colored horse with a visible bridle, standing in a grassy area under a tree.",0.8110668063163757,0.7670195698738098
"The image is of boxes of fruit.  The fruit is in individual boxes that are lined up horizontally.  Inside the boxes you can make our a box of lemons and a box of oranges.  You can see a yellow tag sticking out on the box of oranges.  However, you can not make out the price.","a collection of fruits arranged in cardboard boxes, with a focus on oranges and lemons. The oranges are positioned towards the left side of the image, while the lemons occupy the central and right sections. Both types of fruit exhibit a gradient of color, with oranges ranging from a deep to a lighter hue and lemons showing varying degrees of yellow. The oranges appear slightly out of focus, suggesting they are in the background compared to the lemons. A blue sign with yellow text is visible, but its content is not discernible. The fruits seem ripe and ready for sale, suggesting a market or grocery store setting.","a collection of citrus fruits in boxes, with a focus on the lemons and oranges. The lemons are yellow, while the oranges are orange, and they are arranged in rows within the boxes.",0.7770183086395264,0.6727055311203003
"On a silver tray, is a cake that is already been sliced. The cake is brown with yellow cream inside. On top of the cake is a flower made of banana slices. The knife is cutting through the cake.","A partially sliced chocolate cake with white frosting is on a silver platter, placed on a cardboard box. The cake has a green decoration and purple and green sprinkles. A knife with a brown handle is cutting the cake, and there's a piece missing.","A partially sliced chocolate cake with multiple layers is on a clear plastic cake stand. The cake has green icing and banana slices on top, and it's missing a piece. A knife with a silver blade and handle is cutting the cake. The cake is on a cardboard box inside a cardboard box.",0.7949173450469971,0.8258062601089478
"There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen. ","The image showcases a decorative glass vase on a table, filled with artificial autumn-themed flowers and berries. The vase is positioned outdoors on a patio, adjacent to a wooden fence. The surrounding area includes green grass, shrubs, and a tree in the background. The sky is visible above the scene.","a decorative arrangement of autumn leaves and berries in a glass vase placed on a table. The vase is positioned against a backdrop that includes a wooden fence, a house with a red roof, and green grass with small flowers. The leaves are predominantly orange and yellow, while the berries are red. The scene is set outdoors during the day.",0.8316715955734253,0.8378961682319641
There are two people surfing in the water. A person is standing on a white surfboard. The person is wearing a black wet suit. There is a large wave in the water. ,"two surfers in the ocean; one is actively riding a wave, while the other is in the background, possibly waiting for a wave. The surfer on the wave is wearing a black wetsuit and is positioned near the top of the wave, with water splashing around them. The second surfer, also in a black wetsuit, is seen behind the first, closer to the bottom of the wave. The waves are large and blue, indicating active sea conditions.","Two surfers are in the ocean, with one actively riding a wave and the other waiting. The surfer on the wave is wearing a black wetsuit and is positioned near the top of the wave. The second surfer, also in a black wetsuit, is closer to the wave's base, appearing as a silhouette against the blue ocean water. The wave itself is large and has a greenish-blue hue, indicating its power and movement.",0.8030012845993042,0.7892642021179199
A man wearing a black shirt and black shorts is barefoot. He is standing on top of a black skateboard that has yellow wheels. There is a tree behind the man. ,"a man skateboarding on a road with a green grassy area in the background. The skateboard is under his bare feet, and he is wearing a grey t-shirt and shorts.","a person skateboarding on a street with their left foot forward and right foot behind, arms outstretched for balance. The skateboard has yellow wheels. The person is wearing a dark grey t-shirt and light grey shorts. The background includes green grass and trees.",0.6672006249427795,0.5333656072616577
A man is surfing a wave. He has on a black long-sleeved shirt and light blue trunks. His surfboard is beige and off-white. The waves around him are very crisp and clear and the water under him is very nice looking.,"A surfer wearing a black wetsuit and blue shorts is riding a wave on a light brown surfboard with a black decal. The surfer's right hand is touching the water, and his left arm is extended for balance. The wave has a clear greenish-blue hue, and there are bubbles in the water. The background is obscured by the wave.","a man surfing in the ocean. He is wearing a black wetsuit and is positioned on a light-colored surfboard with a logo. The surfer is riding a wave, which is breaking around him, creating a clear view of the water's texture and color. The wave has a greenish hue, and there is foam visible at its crest. The man's posture suggests he is actively engaged in surfing, with his arms extended for balance.",0.8360845446586609,0.9051975607872009
A red building is behind a large pile of snow. There is a yellow sign in front of the pile. A man is jumping off the snow pile wearing skis.,"a snowboarder mid-jump against a clear blue sky. The snowboarder is wearing a black jacket, white pants, and a helmet, with a red glove visible. They are performing a jump over a large mound of snow on which the word ""FUNPARK"" is written in yellow letters. In the background, there's a building with red accents, and a person can be seen standing on the balcony. The environment suggests a winter sports setting.","a skier is captured mid-air above a snow-covered mound, with a clear blue sky in the background. The skier is wearing a black and white outfit, red gloves, and has a helmet on their head. They are positioned above the mound, which is marked by the word ""FUNPARK"" in yellow letters. The background features a building with a red roof and windows, suggesting a resort setting.",0.5891767740249634,0.605334997177124
